title,bazdid,karbaran,minute,title1,ژانر,کشور,سال,imdb,number of episod,قسمت,فصل,serial,film
فرینج 2 قسمت 17,1,1,0.51,"فرینج 2 ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,19,17,2,1,NULL
فرینج 2 قسمت 18,6,2,2.68,"فرینج 2 ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,19,18,2,1,NULL
فرینج 2 قسمت 19,10,6,3.65,"فرینج 2 ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,19,19,2,1,NULL
فرینج 2 قسمت 2,8,6,2.99,"فرینج 2 ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,19,2,2,1,NULL
فرینج 2 قسمت 4,5,3,1.78,"فرینج 2 ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,19,4,2,1,NULL
فرینج 2 قسمت 5,2,2,0.14,"فرینج 2 ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,19,5,2,1,NULL
فرینج 2 قسمت 6,2,1,0.34,"فرینج 2 ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,19,6,2,1,NULL
فرینج 2 قسمت 7,1,1,0.71,"فرینج 2 ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,19,7,2,1,NULL
فرینج 2 قسمت 8,2,2,0.09,"فرینج 2 ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,19,8,2,1,NULL
فرینج 2 قسمت 9,5,4,2.82,فرینج 2,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,19,9,2,1,NULL
فرینج فصل 3 قسمت 1,4,3,0.3,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,1,3,1,NULL
فرینج فصل 3 قسمت 10,6,4,1.39,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,10,3,1,NULL
فرینج فصل 3 قسمت 11,7,3,0.93,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,11,3,1,NULL
فرینج فصل 3 قسمت 12,5,2,2.65,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,12,3,1,NULL
فرینج فصل 3 قسمت 13,6,3,1.56,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,13,3,1,NULL
فرینج فصل 3 قسمت 14,8,4,2.76,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,14,3,1,NULL
فرینج فصل 3 قسمت 15,7,2,1.94,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,15,3,1,NULL
فرینج فصل 3 قسمت 16,2,2,1.06,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,16,3,1,NULL
فرینج فصل 3 قسمت 17,4,3,2.57,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,17,3,1,NULL
فرینج فصل 3 قسمت 18,14,4,2.48,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,18,3,1,NULL
فرینج فصل 3 قسمت 19,9,7,3.59,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,19,3,1,NULL
فرینج فصل 3 قسمت 2,12,5,1.38,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,2,3,1,NULL
فرینج فصل 3 قسمت 20,13,7,4.18,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,20,3,1,NULL
فرینج فصل 3 قسمت 21,10,7,2.76,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,21,3,1,NULL
فرینج فصل 3 قسمت 3,4,2,2.41,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,3,3,1,NULL
فرینج فصل 3 قسمت 4,3,1,0.43,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,4,3,1,NULL
فرینج فصل 3 قسمت 5,1,1,0.09,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,5,3,1,NULL
فرینج فصل 3 قسمت 6,4,1,0.4,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,6,3,1,NULL
فرینج فصل 3 قسمت 7,6,3,1.29,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,7,3,1,NULL
فرینج فصل 3 قسمت 8,2,2,1.58,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,8,3,1,NULL
فرینج فصل 3 قسمت 9,6,2,1.26,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,21,9,3,1,NULL
فرینج فصل 4 قسمت 1,18,10,5.52,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,1,4,1,NULL
فرینج فصل 4 قسمت 10,14,5,3.27,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 10,14,5,3.27,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 10,14,5,3.27,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 10,14,5,3.27,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 10,14,5,3.27,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 11,9,5,2.56,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 11,9,5,2.56,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 11,9,5,2.56,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 11,9,5,2.56,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 11,9,5,2.56,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 12,17,5,4.29,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 12,17,5,4.29,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 12,17,5,4.29,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 12,17,5,4.29,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 12,17,5,4.29,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 13,12,4,3.39,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 13,12,4,3.39,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 13,12,4,3.39,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 13,12,4,3.39,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 13,12,4,3.39,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 14,15,4,2.69,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 14,15,4,2.69,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 14,15,4,2.69,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 14,15,4,2.69,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 14,15,4,2.69,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 15,10,6,1.9,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 15,10,6,1.9,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 15,10,6,1.9,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 15,10,6,1.9,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 15,10,6,1.9,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 16,13,5,2.4,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 16,13,5,2.4,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 16,13,5,2.4,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 16,13,5,2.4,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 16,13,5,2.4,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 17,13,6,2.66,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 17,13,6,2.66,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 17,13,6,2.66,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 17,13,6,2.66,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 17,13,6,2.66,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 18,9,4,2.59,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 18,9,4,2.59,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 18,9,4,2.59,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 18,9,4,2.59,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 18,9,4,2.59,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 19,13,5,3.15,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 19,13,5,3.15,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 19,13,5,3.15,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 19,13,5,3.15,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 19,13,5,3.15,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 2,10,5,3.36,"فرینج  ",هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,2,4,1,NULL
فرینج فصل 4 قسمت 20,7,4,2.33,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 20,7,4,2.33,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 20,7,4,2.33,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 20,7,4,2.33,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 20,7,4,2.33,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 21,9,6,3.28,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 21,9,6,3.28,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 21,9,6,3.28,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 21,9,6,3.28,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 21,9,6,3.28,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 22,9,5,2.56,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 22,9,5,2.56,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 22,9,5,2.56,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 22,9,5,2.56,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 22,9,5,2.56,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 3,10,5,3.23,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 3,10,5,3.23,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 3,10,5,3.23,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 3,10,5,3.23,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 3,10,5,3.23,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 4,8,4,1.5,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 4,8,4,1.5,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 4,8,4,1.5,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 4,8,4,1.5,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 4,8,4,1.5,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 5,7,5,1.93,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 5,7,5,1.93,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 5,7,5,1.93,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 5,7,5,1.93,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 5,7,5,1.93,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 6,7,4,3.23,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 6,7,4,3.23,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 6,7,4,3.23,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 6,7,4,3.23,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 6,7,4,3.23,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 7,4,4,2.19,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 7,4,4,2.19,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 7,4,4,2.19,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 7,4,4,2.19,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 7,4,4,2.19,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 8,10,4,2.36,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 8,10,4,2.36,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
فرینج فصل 4 قسمت 8,10,4,2.36,NULL,هیجان انگیز،علمی-تخیلی،رازآلود،,آمریکا,1391,8.4,2,NULL,NULL,NULL,NULL
